cid,std_smiles,CompRate_ylog,dG_MD_ylog,MolWeight,nbAtoms,nbHeavyAtoms,nbRing,nbRotBd,nbHBdAcc,ndHBdDon,TopoPolSurfAir,MolarRefract,CombDipolPolariz,LogP_pred,MP_pred,BP_pred,LogVP_pred,LogWS_pred,LogHL_pred,RT_pred,LogKOA_pred,ionization,pKa_b_pred,LogD55_pred,LogD74_pred,LogOH_pred,nbNring,pKa_b_pred_divN,pKa_b_pred_multN,frac_OS_N,pKa_b_pred_div_O_S,frac_N,frac_OS_atoms,frac_ring_N,frac_Nring_atoms,frac_ring_atoms,"(),(-),xC","(),(-),(-),(-),xN","(),(-),(-),xC","(),(-),xO",C,N,O,"(),(-),(-),(-),xC","(),(-),(-),(-),(-),xC","(),(-),(-),xO","(),(-),(-),xS",S,"(),(-),xS"
55972-87-7,OCCCCN(CCCCO)CCCCO,-0.1877616294354662,-1.7425618864002888,233.199093724,43.0,16.0,0.0,12.0,4.0,3.0,63.93,56.3346,1.341,1.29427786565555,24.4178916655764,295.807115524221,-6.11654329394825,-0.205056086336771,-7.82297928239398,10.9371783955525,8.52682317510917,1.0,9.55195207420723,-2.75771273979042,-0.860724254077635,-10.7206255121856,0,9.55195207420723,9.55195207420723,3.0,28.655856222621694,0.0232558139534883,0.0697674418604651,0.0,0.0,0.0,0.0,1.0,12.0,3.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
14548-72-2,CC(O)CN(CC(C)O)C1CCCCC1,-0.1683108395664457,-1.7371231544830854,215.18852904,40.0,15.0,1.0,5.0,3.0,2.0,43.7,54.0007,0.918,1.95666625395707,78.6945307764714,285.333524445668,-2.91309782134133,-1.39603237396601,-9.07599697860409,9.72511353341557,8.08384194279591,1.0,9.53127168614681,-2.07464584252187,-0.177803682998544,-10.6285539565114,0,9.53127168614681,9.53127168614681,2.0,19.06254337229362,0.025,0.05,0.0,0.0,0.025,2.0,1.0,7.0,2.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
857384-40-8,CCN1CCCCC1CCCO,-0.7847700608712493,-1.8371823417836937,171.162314292,33.0,12.0,1.0,4.0,2.0,1.0,23.47,42.8334,0.808,2.34032311077345,53.0766273962857,236.619419129019,-1.89629616365654,-0.394150885972636,-5.9720761378667,9.42276348226311,7.72562563588831,1.0,10.6680279260968,-2.82770776486755,-0.927939043569108,-10.4479332497824,1,10.6680279260968,10.6680279260968,1.0,10.6680279260968,0.0303030303030303,0.0303030303030303,1.0,1.0,0.0303030303030303,1.0,1.0,8.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4223-94-3,CC(O)CN1CCN(C)CC1,-0.6743548375662175,-1.7964406687842005,158.141913196,29.0,11.0,1.0,2.0,3.0,1.0,26.71,46.9149,0.989,-0.176265664172093,12.2428249083548,218.983196674741,-2.46837316761844,0.854628612198831,-8.46982893443835,3.13227439139431,6.74659216032111,1.0,8.93987754334852,-3.61630090614909,-1.72849461439019,-10.4050591096885,1,4.46993877167426,17.87975508669704,0.5,4.46993877167426,0.0689655172413793,0.0344827586206896,0.5,0.5,0.0344827586206896,2.0,2.0,5.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
71002-70-5,CC(CCCO)N1CCOCC1,-0.0579481399059864,-1.7022973250520828,173.141578848,31.0,12.0,1.0,4.0,3.0,1.0,32.7,45.7625,0.993,0.798172503756631,39.3491067955006,251.320525023602,-2.55271955684234,0.473135333596717,-6.55914667345201,6.19731486738312,7.71276027415041,1.0,8.39995945780786,-2.10233340552188,-0.243183325019678,-10.4513294192052,1,8.39995945780786,8.39995945780786,2.0,16.79991891561572,0.032258064516129,0.064516129032258,1.0,1.0,0.032258064516129,1.0,1.0,7.0,1.0,9.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
90854-88-9,CCCN(CCC)CC(C)(C)CO,-0.767755210350509,-1.826431005254098,187.19361442,38.0,13.0,0.0,7.0,2.0,1.0,23.47,55.5567,0.618,2.55455479433478,-20.1404979086298,225.22408854548,-1.79302721919697,-1.09225072594962,-4.90247658612831,10.5593649212946,7.71960215672649,1.0,10.1944334199693,-2.13988740264265,-0.240575256205998,-10.5740595582534,0,10.1944334199693,10.1944334199693,1.0,10.1944334199693,0.0263157894736842,0.0263157894736842,0.0,0.0,0.0,4.0,1.0,6.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6039-36-7,CC1CCCC(CO)N1CCO,-0.8233879851337714,-1.823743439658444,173.141578848,31.0,12.0,1.0,3.0,3.0,2.0,43.7,43.5931,0.957,1.04799248715532,50.3341556237069,256.508129707353,-2.96891512132691,0.529749476309285,-8.52564200595851,6.03061952356686,7.84137237860839,1.0,9.69140001005468,-3.14343547216018,-1.24562202745716,-10.4590161977299,1,9.69140001005468,9.69140001005468,2.0,19.38280002010936,0.032258064516129,0.064516129032258,1.0,1.0,0.032258064516129,1.0,1.0,6.0,2.0,9.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
496-47-9,CC(O)CC1CCCN1C,-0.6495454599112463,-1.807669596363611,143.131014164,27.0,10.0,1.0,2.0,2.0,1.0,23.47,37.3008,0.769,1.15389813268145,-9.26031688160502,198.192725694792,-1.61428163183448,0.409096375943716,-6.17443958544162,6.11456008534301,6.08137260929564,1.0,10.1192929174762,-3.4654052196439,-1.56622287430495,-10.4234003628619,1,10.1192929174762,10.1192929174762,1.0,10.1192929174762,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,2.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
4134-00-3,CCC(O)CN(CC(C)O)CC(C)O,-0.3457065523654821,-1.7611608209310186,205.167793596,37.0,14.0,0.0,7.0,4.0,3.0,63.93,55.5298,1.023,0.592816969243369,31.5138181904775,298.954089397927,-6.52547235608619,0.35192693242907,-10.1149050792294,2.96971602345737,8.12399775900127,1.0,9.2325251221883,-3.13978854608498,-1.24604809606025,-10.6263796570501,0,9.2325251221883,9.2325251221883,3.0,27.69757536656489,0.027027027027027,0.081081081081081,0.0,0.0,0.0,3.0,1.0,4.0,3.0,10.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
34753-59-8,CC(C)N(CCCO)CCCO,-0.4125939711710698,-1.775099504257509,175.157228912,33.0,12.0,0.0,7.0,3.0,2.0,43.7,47.8945,0.98,0.983327243583743,13.72179437984,250.440727377776,-4.45683334392125,0.425319564824585,-6.85519163403173,5.84717559409391,7.84106769158212,1.0,9.84377053656991,-3.36046297202737,-1.46200368365944,-10.5762706574326,0,9.84377053656991,9.84377053656991,2.0,19.68754107313982,0.0303030303030303,0.0606060606060606,0.0,0.0,0.0,2.0,1.0,6.0,2.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
62237-08-5,CN(CCO)CCCN1CCCC1,-0.5961772072426269,-1.813111852537876,186.173213324,35.0,13.0,1.0,6.0,3.0,1.0,26.71,51.0653,1.028,0.31280316801084,-31.7627924402214,222.542249316246,-3.24875706226607,0.0083400676712183,-6.49125979603241,6.1574232129487,8.41423147034164,1.0,10.6534641773639,-4.84066405948484,-2.94090322323008,-10.4454175127659,1,5.32673208868195,21.3069283547278,0.5,5.32673208868195,0.0571428571428571,0.0285714285714285,0.5,0.5,0.0285714285714285,1.0,2.0,9.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
857832-28-1,CCOC(CC)CN(CCO)CCO,-0.1981055370678745,-1.7250520860656338,205.167793596,37.0,14.0,0.0,9.0,4.0,2.0,52.93,55.406,1.031,0.450115076179797,1.97736732243639,277.418468705349,-6.34872114337978,0.195646930149569,-10.0628764537452,5.13657073354702,7.94453821586475,1.0,8.25044576504089,-2.30110150904685,-0.457657760296,-10.633658049934,0,8.25044576504089,8.25044576504089,3.0,24.75133729512267,0.027027027027027,0.081081081081081,0.0,0.0,0.0,2.0,1.0,7.0,2.0,10.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
102450-14-6,CC1(C)CCCN(CCO)C1,-0.7755574264875557,-1.834542191474059,157.146664228,30.0,11.0,1.0,2.0,2.0,1.0,23.47,45.7131,0.701,2.09682072039019,48.4523042894122,219.905495476041,-2.47234475367245,-0.220875626994706,-6.05452157950172,6.59822994512381,7.02324050797899,1.0,10.6132175859659,-3.01640021187705,-1.11666259145668,-10.4481591080142,0,10.6132175859659,10.6132175859659,1.0,10.6132175859659,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0333333333333333,2.0,1.0,6.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2109-64-0,CCCCN(CCCC)CC(C)O,-0.5551048205328274,-1.8075494552001423,187.19361442,38.0,13.0,0.0,8.0,2.0,1.0,23.47,52.3396,0.591,2.5491028481866,-19.5309207479356,225.451909825664,-1.74405286644735,-1.37988084049512,-4.71179911842653,12.6183636869143,7.73988772707154,1.0,10.452914317242,-2.40381630930293,-0.504195775640856,-10.4562212971259,0,10.452914317242,10.452914317242,1.0,10.452914317242,0.0263157894736842,0.0263157894736842,0.0,0.0,0.0,3.0,1.0,7.0,1.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1194736-09-8,CCCC(O)CCCN(C)C1CCCC1,-0.230568990225407,-1.7529603573888743,213.209264484,42.0,15.0,1.0,7.0,2.0,1.0,23.47,51.8588,0.769,3.48049166056989,69.051159928817,250.751375400201,-1.86271000791865,-0.673675894921656,-4.99270171266826,13.839730692069,9.22371757438066,1.0,9.91623408323729,-0.935759077562461,0.962936617594652,-10.6052933559729,0,9.91623408323729,9.91623408323729,1.0,9.91623408323729,0.0238095238095238,0.0238095238095238,0.0,0.0,0.0238095238095238,2.0,1.0,9.0,1.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
106694-61-5,OCCCN1CCCC(CO)C1,-0.783025954946433,-1.824354838474273,173.141578848,31.0,12.0,1.0,4.0,3.0,2.0,43.7,44.666,1.13,0.778952612975471,48.2366713649027,257.24400188261,-3.7880285129028,0.795559791312555,-6.608266892959,5.48334467066057,7.92231537368953,1.0,10.079609369275,-3.80066818953704,-1.90156399432362,-10.4447638344906,1,10.079609369275,10.079609369275,2.0,20.15921873855,0.032258064516129,0.064516129032258,1.0,1.0,0.032258064516129,0.0,1.0,8.0,2.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
6006-58-2,CCN(CC)CCSCCN(CC)CC,-0.1328961832028866,-1.7230202593270878,232.197319896,43.0,15.0,0.0,10.0,2.0,0.0,31.78,72.4003,0.812,0.725210742992548,-23.2521534661132,279.301719391257,-2.49967223516904,-2.36936771103499,-3.88287359716703,12.8356736488377,7.41848465487676,1.0,8.72918147971284,-2.50422687515789,-0.623860069442747,-10.439128348378,0,4.36459073985642,17.45836295942568,0.5,4.36459073985642,0.0465116279069767,0.0232558139534883,0.0,0.0,0.0,4.0,2.0,8.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
14037-83-3,CN(CCO)CCN(C)CCO,-0.0861309085966641,-1.714916700456696,176.15247788,32.0,12.0,0.0,7.0,4.0,2.0,46.94,50.5918,1.133,-0.671860221999295,36.5697571049749,236.340104363871,-4.55943963876266,0.820783636798845,-9.0797226745711,0.863400950562655,7.84720179454276,1.0,8.99938679132795,-4.17138452158009,-2.28203627486925,-10.4389960108748,0,4.499693395663975,17.9987735826559,1.0,8.99938679132795,0.0625,0.0625,0.0,0.0,0.0,2.0,2.0,6.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
122-96-3,OCCN1CCN(CCO)CC1,-0.4110288773357323,-1.7478640967297632,174.136827816,30.0,12.0,1.0,4.0,4.0,2.0,46.94,48.6228,1.283,-0.63772249930361,134.678259238006,265.091336830815,-3.70573700734288,0.820906911367381,-9.08331211174804,0.822926760194951,7.83935517088885,1.0,7.98392287228855,-3.1230681911785,-1.32224391060901,-10.385679227531,1,3.991961436144275,15.9678457445771,1.0,7.98392287228855,0.0666666666666666,0.0666666666666666,0.5,0.5,0.0333333333333333,0.0,2.0,8.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
15433-27-9,OCC(CO)N1CCCCC1,-0.6266577137174316,-1.8007443465157082,159.125928784,28.0,11.0,1.0,3.0,3.0,2.0,43.7,39.0087,0.996,0.862254090707588,45.0767743144477,245.627857031208,-3.60916717761552,0.81840356366162,-6.64621185962844,4.30399756894302,7.85297846486118,1.0,9.87302993295857,-3.51079423917353,-1.61223473956761,-10.4178931434194,1,9.87302993295857,9.87302993295857,2.0,19.74605986591714,0.0357142857142857,0.0714285714285714,1.0,1.0,0.0357142857142857,0.0,1.0,7.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
3574-43-4,CC(C)CCN(CCO)CCC(C)C,-0.5151258345857914,-1.801631738997626,201.209264484,41.0,14.0,0.0,8.0,2.0,1.0,23.47,58.6702,0.552,3.20634878126962,-28.2837686841539,226.454646775518,-2.58890789183596,-1.49496236710928,-4.70982185253272,13.6553319109664,8.39933775923066,1.0,10.353923849326,-1.64758114741023,0.251942296600423,-10.6057575063268,0,10.353923849326,10.353923849326,1.0,10.353923849326,0.024390243902439,0.024390243902439,0.0,0.0,0.0,4.0,1.0,6.0,1.0,12.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
91014-23-2,CCCCN(C)CCCCCO,-0.3938227431521922,-1.7822904804230948,173.177964356,35.0,12.0,0.0,8.0,2.0,1.0,23.47,45.7526,0.697,2.3678185187757,-26.3676816691742,224.997056146742,-2.53582479422048,-1.44167424589137,-8.45028649964895,9.83012435807889,7.7129516837545,1.0,10.3574907756139,-2.48967828646625,-0.590150946632983,-10.4352254194968,0,10.3574907756139,10.3574907756139,1.0,10.3574907756139,0.0285714285714285,0.0285714285714285,0.0,0.0,0.0,2.0,1.0,8.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100-74-3,CCN1CCOCC1,-0.1080169646689273,-1.702908300803374,115.099714036,21.0,8.0,1.0,1.0,2.0,0.0,12.47,33.3564,0.71,0.0177203661049402,-63.9033723778011,138.41572499579,0.700989578070575,0.937354586650938,-5.02211602147186,3.18413624474796,3.47468861238382,1.0,8.14688069095891,-2.63013849508897,-0.800714567750808,-10.6418084137424,1,8.14688069095891,8.14688069095891,1.0,8.14688069095891,0.0476190476190476,0.0476190476190476,1.0,1.0,0.0476190476190476,1.0,1.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
91425-90-0,CCN(CC)C1CCCC1O,-0.5316241349003016,-1.809386113311556,157.146664228,30.0,11.0,1.0,3.0,2.0,1.0,23.47,40.9742,0.702,1.98845886851293,20.0028643686631,220.021104226784,-1.78564814721882,-0.334373632770019,-6.05287127240777,7.72365756865843,6.88473223988668,1.0,10.8271289915521,-3.33867216785543,-1.43883251858727,-10.4405877823957,0,10.8271289915521,10.8271289915521,1.0,10.8271289915521,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0333333333333333,2.0,1.0,5.0,1.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
873376-29-5,CC(CO)CN1CCCC1,-0.7947100816655801,-1.8275417050414315,143.131014164,27.0,10.0,1.0,3.0,2.0,1.0,23.47,38.6699,0.808,1.25375424599736,9.3196153116249,199.983884058114,-1.69439249639375,0.413423374024556,-6.29799143585616,5.03286689062818,6.40873214297932,1.0,10.2275197709822,-3.47377365816656,-1.57441109257124,-10.4296776076286,1,10.2275197709822,10.2275197709822,1.0,10.2275197709822,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,1.0,1.0,6.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13297-91-1,OCCN(CCO)CCCN1CCOCC1,0.1604799990674887,-1.6420781506239293,232.178692628,40.0,16.0,1.0,8.0,5.0,2.0,56.17,62.5779,1.468,-0.383810578785611,132.077802214625,281.576810865836,-7.51959053578583,-0.0207096679787893,-8.70339093392966,4.28785530733331,8.15540031007565,1.0,7.45697490169746,-2.34555443030317,-0.714261670088556,-10.6356639559187,1,3.72848745084873,14.91394980339492,1.5,11.185462352546187,0.05,0.075,0.5,0.5,0.025,0.0,2.0,11.0,2.0,11.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4500-30-5,OCCCN(CCCO)C1CCCCC1,-0.3277651220735201,-1.7649904934647234,215.18852904,40.0,15.0,1.0,7.0,3.0,2.0,43.7,50.6551,1.13,2.46917044922937,50.7860282039629,283.463486294874,-4.704487598807,-0.154256136019727,-6.01975816709772,10.1923983620842,8.14076284423311,1.0,9.92621094849367,-1.95705677592178,-0.0583315035998089,-10.6309413114071,0,9.92621094849367,9.92621094849367,2.0,19.85242189698734,0.025,0.05,0.0,0.0,0.025,0.0,1.0,11.0,2.0,12.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
140-82-9,CCN(CC)CCOCCO,-0.505362758439427,-1.7810111240802016,161.141578848,30.0,11.0,0.0,7.0,3.0,1.0,32.7,45.9115,0.815,0.318512980707174,-3.8898522043519,221.421011814091,-0.928556755749674,0.477764351851339,-8.34439506085208,6.23369459902585,6.77351415687581,1.0,9.42799270487917,-3.60953098268189,-1.71353260273614,-10.4018032673091,0,9.42799270487917,9.42799270487917,2.0,18.85598540975834,0.0333333333333333,0.0666666666666666,0.0,0.0,0.0,2.0,1.0,6.0,1.0,8.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1087704-96-8,CC(C)C(O)CCN1CCCCC1,-0.6183847292052153,-1.814376506107056,185.177964356,36.0,13.0,1.0,4.0,2.0,1.0,23.47,48.9113,0.769,2.75005766365975,68.6508621954293,236.82770188139,-1.63462649098964,-0.684922061703763,-5.06558224002379,10.4141065793917,8.37064553112069,1.0,10.4691153730361,-2.21906237238913,-0.319427949775004,-10.5656539183129,1,10.4691153730361,10.4691153730361,1.0,10.4691153730361,0.0277777777777777,0.0277777777777777,1.0,1.0,0.0277777777777777,2.0,1.0,7.0,1.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
30727-29-8,CN(C)C1CCCCC1O,-0.7598968300874117,-1.82399058410512,143.131014164,27.0,10.0,1.0,1.0,2.0,1.0,23.47,35.2982,0.702,1.21702944568913,62.1405632507868,198.036739481651,-1.60776139826666,0.0374960674054001,-6.21193715435249,5.14255510766516,6.01943660732388,1.0,10.3200160015083,-3.60299312884018,-1.70350835979237,-10.4499907425326,0,10.3200160015083,10.3200160015083,1.0,10.3200160015083,0.037037037037037,0.037037037037037,0.0,0.0,0.037037037037037,2.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
58883-81-1,CCN(CC)CCCN(CCO)CCO,-0.1198585011377474,-1.7235644420384617,218.199428072,41.0,15.0,0.0,10.0,4.0,2.0,46.94,62.091,1.133,-0.268029883592387,37.2574234770113,268.339592725119,-6.22028832846145,0.275285608584227,-8.65249359225521,6.49232257652563,8.0889193572415,1.0,9.03945236841862,-3.8076076438424,-1.91733138652542,-10.6415710668906,0,4.51972618420931,18.07890473683724,1.0,9.03945236841862,0.048780487804878,0.048780487804878,0.0,0.0,0.0,2.0,2.0,9.0,2.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
14400-71-6,CC1OC(CN(C)C)CC1O,-0.1335236706053705,-1.714126871266669,159.125928784,28.0,11.0,1.0,2.0,3.0,1.0,32.7,42.1913,0.848,0.455217167571337,-11.1645708853152,205.304788985265,-2.24844500473313,0.56258525096386,-6.29632790866458,3.39107980022618,6.1471896475692,1.0,8.42798017593245,-2.47327533618943,-0.6116852358328,-10.4239793314537,0,8.42798017593245,8.42798017593245,2.0,16.8559603518649,0.0357142857142857,0.0714285714285714,0.0,0.0,0.0357142857142857,3.0,1.0,2.0,1.0,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
854464-00-9,CC(O)CCN(CCO)CCO,-0.2019115142008607,-1.7325826681968952,177.136493468,31.0,12.0,0.0,7.0,4.0,3.0,63.93,46.361,1.168,-0.84090063487652,34.5732650585206,296.937423957344,-3.87644187580528,0.680231643852419,-9.4809517728261,2.39740559955725,7.89146922018467,1.0,8.76691496594371,-4.10805042992665,-2.22608410852815,-10.5821753321999,0,8.76691496594371,8.76691496594371,3.0,26.30074489783113,0.032258064516129,0.0967741935483871,0.0,0.0,0.0,1.0,1.0,6.0,3.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
872816-90-5,CC1CCCCN1CCCCCCO,-0.1940897629611417,-1.7482768859663,199.19361442,39.0,14.0,1.0,6.0,2.0,1.0,23.47,49.277,0.808,3.12276090063807,54.9003045627523,241.703917157909,-4.3760565766208,-1.56200356949306,-5.0192265642459,12.6614019557715,8.71196670701115,1.0,10.0656952510944,-1.44294615592291,0.456128906224622,-10.5734296243025,1,10.0656952510944,10.0656952510944,1.0,10.0656952510944,0.0256410256410256,0.0256410256410256,1.0,1.0,0.0256410256410256,1.0,1.0,10.0,1.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4402-30-6,CC(O)CN(C)CC(C)O,-0.064654703880272,-1.708925649371979,147.125928784,27.0,10.0,0.0,4.0,3.0,2.0,43.7,41.7415,0.807,-0.0073889083559912,15.9697844010239,240.027907409877,-3.19553992502012,0.655926664715909,-8.52620814813567,0.0,7.58945998555214,1.0,8.74780759208667,-3.2554418888372,-1.37426891222,-10.3953881324919,0,8.74780759208667,8.74780759208667,2.0,17.49561518417334,0.037037037037037,0.074074074074074,0.0,0.0,0.0,3.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2842-41-3,CN(CCO)C1CCCCC1,-0.5458193559528078,-1.7977836626680743,157.146664228,30.0,11.0,1.0,3.0,2.0,1.0,23.47,38.5396,0.741,1.79992241256574,48.7019610816306,220.40303453951,-1.87086118571925,-0.272955768638531,-6.27504148382802,7.84003697867934,7.73012222115042,1.0,10.3045581204087,-3.00464251902967,-1.10517640715026,-10.4293998113766,0,10.3045581204087,10.3045581204087,1.0,10.3045581204087,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0333333333333333,1.0,1.0,7.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3492-47-5,CCN(CC)CC(O)CN(CC)CC,-0.2746259846286721,-1.7584033856810697,202.204513452,40.0,14.0,0.0,8.0,3.0,1.0,26.71,61.1449,0.772,1.69726164768404,-27.077400664025,220.849254876314,-3.24418350695188,-0.431820006218384,-5.40004192762322,9.73344172911357,8.35103005291912,1.0,9.89996359646295,-2.70271923945875,-0.804073256371584,-10.4555620113131,0,4.949981798231475,19.7999271929259,0.5,4.949981798231475,0.05,0.025,0.0,0.0,0.0,4.0,2.0,6.0,1.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
854665-75-1,OCCCSCCN1CCOCC1,0.1639831188100563,-1.5841808557681285,205.113649848,32.0,13.0,1.0,6.0,3.0,1.0,58.0,55.4844,1.221,0.809944142652251,82.960242315943,268.648786949079,-4.1248548461646,-0.517013471228488,-6.56003430069093,6.58967615348667,9.25296252399171,1.0,6.25278905649454,-0.0135068222487827,0.78005302918369,-10.5778618877155,1,6.25278905649454,6.25278905649454,3.0,18.75836716948362,0.03125,0.09375,1.0,1.0,0.03125,0.0,1.0,9.0,1.0,9.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
59941-28-5,CCCCCCCC1CCCN1CCCO,-0.1347354765263025,-1.7230241681824312,227.224914548,45.0,16.0,1.0,9.0,2.0,1.0,23.47,55.1002,0.808,4.35513060775826,8.35210253172349,251.91885530937,-5.309393361475,-2.05712185361592,-4.98383500360563,17.19109528882,8.6275567581738,1.0,8.65391019192077,1.20091582150847,3.07766751265632,-10.6245037323466,1,8.65391019192077,8.65391019192077,1.0,8.65391019192077,0.0222222222222222,0.0222222222222222,1.0,1.0,0.0222222222222222,1.0,1.0,12.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1039627-29-6,CCC(O)CCCN1CCCC1,-0.5322832897829946,-1.793845318839907,171.162314292,33.0,12.0,1.0,5.0,2.0,1.0,23.47,43.4538,0.808,2.33075146752676,18.7429087821246,236.985499876673,-1.97367049382217,-0.451789472422171,-5.66500214256824,8.4980379916032,7.72562563588831,1.0,10.083375455603,-2.2526353225977,-0.35352340089228,-10.4454642767976,1,10.083375455603,10.083375455603,1.0,10.083375455603,0.0303030303030303,0.0303030303030303,1.0,1.0,0.0303030303030303,1.0,1.0,8.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
144205-48-1,CCCN(CCCO)CCCO,-0.4524439305835262,-1.775290491765166,175.157228912,33.0,12.0,0.0,8.0,3.0,2.0,43.7,46.2217,1.019,0.712023451291381,5.71321997319496,249.296970635347,-3.18529903053759,0.799324767559661,-6.85190727027815,6.50314921240931,7.83922206140419,1.0,9.42971751241582,-3.21774511647599,-1.32173094996581,-10.4533470657227,0,9.42971751241582,9.42971751241582,2.0,18.85943502483164,0.0303030303030303,0.0606060606060606,0.0,0.0,0.0,1.0,1.0,8.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
